trial_id,threshold,generation,num_species,avg_fitness,max_fitness
8,1.9000000000000004,0,1,0.00012000000000000004,0.1
8,1.9000000000000004,1,1,0.00026000000000000014,0.1
8,1.9000000000000004,2,1,0.00046000000000000034,0.1
8,1.9000000000000004,3,1,0.0006500000000000004,0.1
8,1.9000000000000004,4,1,0.0007900000000000006,0.2
8,1.9000000000000004,5,1,0.0008700000000000007,0.4
8,1.9000000000000004,6,1,0.0009940000000000007,0.4
8,1.9000000000000004,7,1,0.0013200000000000009,0.4
8,1.9000000000000004,8,1,0.001480000000000001,0.4
8,1.9000000000000004,9,1,0.0018210000000000012,0.4
8,1.9000000000000004,10,1,0.002451000000000002,0.4
8,1.9000000000000004,11,1,0.002461000000000002,0.4
8,1.9000000000000004,12,1,0.002880000000000002,0.4
8,1.9000000000000004,13,1,0.003352000000000002,0.4
8,1.9000000000000004,14,1,0.0034900000000000026,1.0
10,1.9000000000000004,0,1,0.00009,0.1
10,1.9000000000000004,1,1,0.0003800000000000003,0.1
10,1.9000000000000004,2,1,0.0005600000000000004,0.1
10,1.9000000000000004,3,1,0.0007200000000000005,0.1
10,1.9000000000000004,4,1,0.0008800000000000007,0.1
10,1.9000000000000004,5,1,0.0008800000000000007,0.1
10,1.9000000000000004,6,1,0.0008900000000000006,0.1
10,1.9000000000000004,7,1,0.0008900000000000006,0.1
10,1.9000000000000004,8,1,0.0007800000000000005,0.1
10,1.9000000000000004,9,1,0.0008330000000000005,0.23
10,1.9000000000000004,10,1,0.0009970000000000007,0.4
10,1.9000000000000004,11,1,0.0011760000000000004,0.4
10,1.9000000000000004,12,2,0.00423745704467354,0.4
10,1.9000000000000004,13,3,0.006488805970149252,0.55
10,1.9000000000000004,14,3,0.00808880746169222,0.55
10,1.9000000000000004,15,4,0.011178091787439629,0.55
10,1.9000000000000004,16,4,0.011070428571428561,0.55
10,1.9000000000000004,17,5,0.010216594516594518,0.55
10,1.9000000000000004,18,4,0.010033879501621441,0.55
10,1.9000000000000004,19,1,0.003342000000000003,0.55
10,1.9000000000000004,20,2,0.006640899537620842,0.55
10,1.9000000000000004,21,3,0.010502700471698123,0.55
10,1.9000000000000004,22,6,0.015427992957746472,0.55
10,1.9000000000000004,23,5,0.016291403508771913,1.0
0,1.5,0,1,0.00012000000000000004,0.1
0,1.5,1,1,0.00037000000000000027,0.1
0,1.5,2,1,0.0005300000000000004,0.1
0,1.5,3,1,0.0007800000000000005,0.1
0,1.5,4,1,0.0007500000000000006,0.1
0,1.5,5,1,0.0008700000000000007,0.1
0,1.5,6,1,0.0009000000000000006,0.1
0,1.5,7,1,0.0009200000000000007,0.1
0,1.5,8,1,0.0008800000000000007,0.1
0,1.5,9,4,0.003680024286581659,0.1
0,1.5,10,2,0.0019444444444444411,0.2
0,1.5,11,2,0.0018492929292929323,0.23
0,1.5,12,2,0.0020879807692307643,0.23
0,1.5,13,2,0.0029633771929824583,0.23
0,1.5,14,3,0.004502318840579704,0.23
0,1.5,15,4,0.006567588325652838,0.23
0,1.5,16,5,0.009237877107364692,0.72
0,1.5,17,4,0.008354545143346177,0.72
0,1.5,18,4,0.009995142389525355,0.72
0,1.5,19,7,0.019787763975155286,0.72
0,1.5,20,5,0.01885565876294777,0.72
0,1.5,21,3,0.012498573975044535,0.76
0,1.5,22,6,0.028439308637447272,0.76
0,1.5,23,4,0.021531593874078284,0.72
0,1.5,24,6,0.029324827586206886,0.76
0,1.5,25,6,0.028113375130616496,0.76
0,1.5,26,7,0.030000681389464007,0.76
0,1.5,27,9,0.03734429824561404,0.76
0,1.5,28,8,0.04035818028907276,0.76
0,1.5,29,12,0.05895479532163739,0.72
0,1.5,30,14,0.08186333333333336,0.72
0,1.5,31,12,0.06395908730158725,0.72
0,1.5,32,15,0.07973147907647904,0.72
0,1.5,33,16,0.07521392156862745,0.72
0,1.5,34,15,0.0731256493506493,0.72
0,1.5,35,15,0.07356182539682538,0.72
0,1.5,36,16,0.07127198412698407,0.72
0,1.5,37,18,0.08181091269841265,0.72
0,1.5,38,18,0.08965222222222219,0.72
0,1.5,39,18,0.08520581807081806,0.72
0,1.5,40,17,0.08100666666666663,0.72
0,1.5,41,19,0.08737507936507934,0.72
0,1.5,42,18,0.08534246031746033,0.72
0,1.5,43,17,0.08126884920634916,0.76
0,1.5,44,18,0.09536317460317453,0.72
0,1.5,45,17,0.08330205128205133,0.72
0,1.5,46,17,0.07609755411255407,0.72
0,1.5,47,18,0.08801904761904762,0.72
0,1.5,48,18,0.08054273809523807,0.72
0,1.5,49,17,0.08162261904761897,0.72
0,1.5,50,16,0.07512380952380954,0.72
0,1.5,51,16,0.07750392857142857,0.72
0,1.5,52,16,0.07187777777777775,0.72
0,1.5,53,16,0.07682396825396826,1.0
4,1.7000000000000002,0,1,0.00012000000000000004,0.1
4,1.7000000000000002,1,1,0.0004500000000000003,0.1
4,1.7000000000000002,2,1,0.0007900000000000006,0.1
4,1.7000000000000002,3,1,0.0009020000000000007,0.22
4,1.7000000000000002,4,1,0.0009480000000000006,0.22
4,1.7000000000000002,5,1,0.0011750000000000007,0.23
4,1.7000000000000002,6,1,0.0013130000000000004,0.23
4,1.7000000000000002,7,1,0.0014239999999999997,0.23
4,1.7000000000000002,8,1,0.001607999999999999,0.23
4,1.7000000000000002,9,1,0.0018519999999999988,0.23
4,1.7000000000000002,10,1,0.0019820000000000003,0.23
4,1.7000000000000002,11,1,0.0018309999999999995,0.23
4,1.7000000000000002,12,1,0.0019760000000000003,0.23
4,1.7000000000000002,13,2,0.004242857142857151,0.23
4,1.7000000000000002,14,3,0.00571029853382795,0.23
4,1.7000000000000002,15,4,0.007643646549528906,0.23
4,1.7000000000000002,16,3,0.006044467787114841,0.23
4,1.7000000000000002,17,2,0.004080698529411759,0.23
4,1.7000000000000002,18,3,0.0065175838077166405,0.55
4,1.7000000000000002,19,3,0.006805826834455869,0.55
4,1.7000000000000002,20,4,0.008554069767441866,0.55
4,1.7000000000000002,21,4,0.010030256916996055,0.55
4,1.7000000000000002,22,4,0.009456850459482035,0.55
4,1.7000000000000002,23,3,0.007414959862832191,0.55
4,1.7000000000000002,24,6,0.014165655737704922,0.55
4,1.7000000000000002,25,5,0.012144090262511313,0.55
4,1.7000000000000002,26,5,0.012670691085822671,0.55
4,1.7000000000000002,27,5,0.013846879026210013,0.55
4,1.7000000000000002,28,5,0.0134891852770885,0.55
4,1.7000000000000002,29,7,0.02214619058959617,0.55
4,1.7000000000000002,30,8,0.024430651232825146,0.55
4,1.7000000000000002,31,6,0.021046428571428574,0.55
4,1.7000000000000002,32,7,0.025673249805749795,0.55
4,1.7000000000000002,33,7,0.024433614718614726,0.55
4,1.7000000000000002,34,7,0.025702708249604814,0.55
4,1.7000000000000002,35,9,0.032428095238095256,0.55
4,1.7000000000000002,36,11,0.035949476190476164,0.55
4,1.7000000000000002,37,11,0.03871408496732028,0.55
4,1.7000000000000002,38,10,0.034818920491273435,0.55
4,1.7000000000000002,39,10,0.03615145591250854,0.55
4,1.7000000000000002,40,10,0.04039655754873146,0.55
4,1.7000000000000002,41,11,0.03845187610776323,0.55
4,1.7000000000000002,42,9,0.03109609848484853,0.55
4,1.7000000000000002,43,10,0.033963009931245194,0.55
4,1.7000000000000002,44,10,0.036335058446455515,0.55
4,1.7000000000000002,45,10,0.036909346764346734,0.55
4,1.7000000000000002,46,10,0.0359867277167277,0.55
4,1.7000000000000002,47,12,0.03670675213675211,0.55
4,1.7000000000000002,48,11,0.03623734272973403,0.55
4,1.7000000000000002,49,11,0.03915301825951822,0.55
4,1.7000000000000002,50,13,0.0470169934640523,0.55
4,1.7000000000000002,51,13,0.0457754545454545,0.55
4,1.7000000000000002,52,12,0.04461542335115864,0.55
4,1.7000000000000002,53,12,0.04486353514906148,0.55
4,1.7000000000000002,54,11,0.04474761904761903,0.55
4,1.7000000000000002,55,11,0.04395007936507937,0.55
4,1.7000000000000002,56,11,0.04621196969696971,0.55
4,1.7000000000000002,57,11,0.04427121212121211,0.55
4,1.7000000000000002,58,11,0.04214919913419913,0.55
4,1.7000000000000002,59,11,0.04055287490287493,0.55
4,1.7000000000000002,60,9,0.03377615384615385,0.71
4,1.7000000000000002,61,9,0.03510996794871798,0.55
4,1.7000000000000002,62,5,0.01705940476190476,0.55
4,1.7000000000000002,63,14,0.04865683014354064,1.0
11,1.9000000000000004,0,1,0.00013000000000000004,0.1
11,1.9000000000000004,1,1,0.00027000000000000017,0.1
11,1.9000000000000004,2,1,0.00047000000000000037,0.1
11,1.9000000000000004,3,1,0.0007400000000000005,0.1
11,1.9000000000000004,4,1,0.0008700000000000007,0.1
11,1.9000000000000004,5,1,0.0008400000000000006,0.1
11,1.9000000000000004,6,1,0.0008800000000000007,0.1
11,1.9000000000000004,7,1,0.0008910000000000007,0.1
11,1.9000000000000004,8,1,0.0008600000000000006,0.1
11,1.9000000000000004,9,1,0.0009200000000000007,0.4
11,1.9000000000000004,10,1,0.0009950000000000007,0.4
11,1.9000000000000004,11,1,0.0010650000000000006,0.4
11,1.9000000000000004,12,1,0.0013120000000000007,0.4
11,1.9000000000000004,13,1,0.0015060000000000006,0.4
11,1.9000000000000004,14,1,0.001978000000000002,0.4
11,1.9000000000000004,15,2,0.0044467661691542345,0.4
11,1.9000000000000004,16,1,0.002551000000000002,0.52
11,1.9000000000000004,17,1,0.0028640000000000002,0.52
11,1.9000000000000004,18,1,0.0035930000000000016,0.52
11,1.9000000000000004,19,1,0.0035740000000000017,0.52
11,1.9000000000000004,20,4,0.011595532950022112,0.52
11,1.9000000000000004,21,4,0.012702153110047852,0.52
11,1.9000000000000004,22,3,0.01036461038961037,0.72
11,1.9000000000000004,23,5,0.015325585284280912,0.72
11,1.9000000000000004,24,4,0.012173118279569888,0.72
11,1.9000000000000004,25,5,0.017729976190476174,1.0
6,1.8000000000000003,0,1,0.00007000000000000001,0.1
6,1.8000000000000003,1,1,0.0003100000000000002,0.1
6,1.8000000000000003,2,1,0.0005000000000000003,0.1
6,1.8000000000000003,3,1,0.0007000000000000005,0.1
6,1.8000000000000003,4,1,0.0007000000000000005,0.1
6,1.8000000000000003,5,1,0.0008400000000000006,0.1
6,1.8000000000000003,6,1,0.0009000000000000006,0.1
6,1.8000000000000003,7,1,0.0009400000000000007,0.1
6,1.8000000000000003,8,1,0.0009400000000000007,0.1
6,1.8000000000000003,9,1,0.0009100000000000007,0.1
6,1.8000000000000003,10,1,0.0009500000000000008,0.1
6,1.8000000000000003,11,1,0.0009300000000000007,0.1
6,1.8000000000000003,12,1,0.0009210000000000007,0.1
6,1.8000000000000003,13,1,0.0008700000000000007,0.1
6,1.8000000000000003,14,1,0.0009180000000000006,0.23
6,1.8000000000000003,15,1,0.0009050000000000006,0.23
6,1.8000000000000003,16,1,0.0010100000000000007,0.4
6,1.8000000000000003,17,1,0.0011740000000000006,0.4
6,1.8000000000000003,18,1,0.0013019999999999998,0.4
6,1.8000000000000003,19,1,0.001478,0.4
6,1.8000000000000003,20,1,0.0020190000000000013,0.4
6,1.8000000000000003,21,1,0.0027020000000000017,0.4
6,1.8000000000000003,22,1,0.0029540000000000035,0.4
6,1.8000000000000003,23,1,0.003079000000000002,0.4
6,1.8000000000000003,24,1,0.0030880000000000013,0.4
6,1.8000000000000003,25,1,0.0033000000000000026,0.4
6,1.8000000000000003,26,1,0.003302000000000002,0.4
6,1.8000000000000003,27,1,0.0035010000000000024,0.4
6,1.8000000000000003,28,1,0.0037000000000000028,0.4
6,1.8000000000000003,29,1,0.0036620000000000025,0.4
6,1.8000000000000003,30,1,0.0030500000000000024,0.4
6,1.8000000000000003,31,1,0.0028540000000000015,0.52
6,1.8000000000000003,32,1,0.0030520000000000026,0.71
6,1.8000000000000003,33,1,0.003565000000000002,0.71
6,1.8000000000000003,34,1,0.003768000000000001,0.71
6,1.8000000000000003,35,1,0.004460000000000001,0.76
6,1.8000000000000003,36,1,0.004552999999999998,0.76
6,1.8000000000000003,37,2,0.008647058823529407,0.76
6,1.8000000000000003,38,2,0.010000950806118226,0.71
6,1.8000000000000003,39,1,0.005622999999999996,0.71
6,1.8000000000000003,40,1,0.005628999999999996,0.72
6,1.8000000000000003,41,1,0.005623999999999998,0.72
6,1.8000000000000003,42,1,0.005976999999999997,0.72
6,1.8000000000000003,43,1,0.005581999999999996,0.72
6,1.8000000000000003,44,1,0.006166999999999995,0.72
6,1.8000000000000003,45,1,0.005858999999999995,0.72
6,1.8000000000000003,46,1,0.005461999999999995,0.72
6,1.8000000000000003,47,1,0.005268999999999996,0.72
6,1.8000000000000003,48,1,0.004846999999999998,0.72
6,1.8000000000000003,49,3,0.015895555555555555,0.72
6,1.8000000000000003,50,2,0.011041265597147938,0.72
6,1.8000000000000003,51,2,0.010138487972508586,0.72
6,1.8000000000000003,52,2,0.009955102040816339,0.72
6,1.8000000000000003,53,4,0.021390538617886198,0.72
6,1.8000000000000003,54,4,0.020251147454695827,0.72
6,1.8000000000000003,55,3,0.01638374617832408,0.72
6,1.8000000000000003,56,3,0.015027763185180064,0.72
6,1.8000000000000003,57,5,0.026524806763285027,0.72
6,1.8000000000000003,58,6,0.03373099934121608,0.72
6,1.8000000000000003,59,7,0.03936878542510121,0.76
6,1.8000000000000003,60,5,0.02912205532212886,0.72
6,1.8000000000000003,61,6,0.03350893448656604,0.72
6,1.8000000000000003,62,8,0.04723577677224736,0.72
6,1.8000000000000003,63,8,0.03990952380952379,0.72
6,1.8000000000000003,64,8,0.04596098423315817,1.0
7,1.6,0,1,0.00008,0.1
7,1.6,1,1,0.00027000000000000017,0.1
7,1.6,2,1,0.0005700000000000004,0.1
7,1.6,3,1,0.0006500000000000004,0.1
7,1.6,4,1,0.0007720000000000006,0.22
7,1.6,5,1,0.0009180000000000006,0.22
7,1.6,6,1,0.0009560000000000007,0.22
7,1.6,7,1,0.0011540000000000007,0.23
7,1.6,8,2,0.0021538461538461507,0.23
7,1.6,9,2,0.0015589473684210523,0.23
7,1.6,10,3,0.002470138888888888,0.23
7,1.6,11,1,0.0014949999999999992,0.76
7,1.6,12,3,0.004266764705882354,0.76
7,1.6,13,5,0.008144892026578077,0.76
7,1.6,14,4,0.00717963647681294,0.76
7,1.6,15,5,0.012609829825347078,0.76
7,1.6,16,5,0.011704286734936887,0.76
7,1.6,17,8,0.023564955141476877,0.76
7,1.6,18,5,0.015948109833971894,0.76
7,1.6,19,4,0.014555781882591066,0.76
7,1.6,20,6,0.02404088709677421,0.76
7,1.6,21,8,0.03192692307692311,0.76
7,1.6,22,11,0.042926524990709786,0.76
7,1.6,23,10,0.039751061007957535,0.76
